EPF_Number__t2o,Gender,PermanentRecidence_cat,Recidence,CivilStatus_cat,HighestEducationQualification_cat,InterviewedBy,ExtraCurricularActivities,ApparelRelatedVocationalQualification,PreviousJob,ExperiencedSection_cat,RelativesInApparel,SpouseOccupation_cat,FamilyOppinionAboutTheJob,Referel_cat,ExpectationOfDoingTheJob_cat,AvailabilityOfTransportNearTheResidence,RetentionCategory,SelectedDepartment,ReasonForChooseApparel,PreviousWorkPlace,PersonalImpression,ContributionToTheFamilyIncome_cat,Children_cat,ApparelExperience,ReasonForLeaving_cat,Height,Weight,MedicalTest,IQTestScore,ExpectedSalary,FollowingExternalCourses,LastBasicSal_cat,Age Category,Age Joined,Age(Median),Is Terminated
308,Female,No,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,High,NoChildren,FALSE,NoJob,166,58,Passed,90,28000,No,NoJob,2,23,22,No
309,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,SamePlant,Average,Low,ChildrenLessThan5Yrs,TRUE,JobIssue,170,52,Passed,0,25000,No,15000to30000,5,41,38,No
310,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,153,41,Passed,80,28000,No,NoJob,1,18,19,No
311,Female,No,Boarded,Married,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,LikeSewing,NoJob,Good,High,ChildrenLessThan5Yrs,FALSE,NoJob,162,65,Passed,60,20000,No,NoJob,5,49,38,No
312,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,A,TMMO,CouldnotFindAnotherJob,NotMAS,Good,High,NoChildren,TRUE,Other,163,65,Passed,60,25000,No,15000to30000,4,33,32,No
313,Female,No,ComingFromRelativesPlace,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Moderate,NoChildren,TRUE,JobIssue,156,42,Passed,85,28000,No,15000to30000,2,23,22,No
314,Female,No,ComingFromHome,Married,UptoOL,Dinuka,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,LikeSewing,SamePlant,Average,High,ChildrenGreaterThan5Yrs,TRUE,Other,158,41,Passed,0,28000,No,15000to30000,5,37,38,No
315,Female,No,ComingFromHome,Unmarried,PassedOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,152,44,Passed,90,25000,Yes,NoJob,2,21,22,No
316,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,165,58,Passed,90,25000,No,NoJob,2,20,22,No
317,Female,Yes,ComingFromHome,Unmarried,PassedOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMChecker,Other,NoJob,Average,Low,Unmarried,FALSE,NoJob,153,40,Passed,100,30000,No,NoJob,1,19,19,No
318,Female,Yes,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,159,42,Passed,90,25000,No,NoJob,1,18,19,No
319,Female,No,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Moderate,NoChildren,FALSE,NoJob,158,46,Passed,0,25000,No,NoJob,2,22,22,No
320,Female,No,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,CouldnotFindAnotherJob,NoJob,Good,Moderate,Unmarried,FALSE,NoJob,163,59,Passed,100,25000,No,NoJob,2,22,22,No
321,Female,Yes,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,159,44,Passed,75,28000,Yes,NoJob,1,18,19,No
322,Female,Yes,ComingFromHome,Unmarried,PassedAL,Dinuka,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMChecker,FamilyMembersAeWorkingInApparel,NoJob,Good,High,Unmarried,FALSE,NoJob,161,50,Passed,90,25000,No,NoJob,3,28,27,No
323,Female,No,Boarded,Unmarried,UptoOL,Dinuka,FALSE,FALSE,Apparel,NoExperience,FALSE,NoSpouse,Like,Media,LongTerm,Yes,C,TMMO,Other,NotMAS,Good,High,Unmarried,FALSE,JobIssue,153,50,Passed,100,25000,No,NoJob,3,25,27,No
324,Female,Yes,ComingFromRelativesPlace,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,NoChildren,TRUE,JobIssue,162,48,Passed,80,30000,No,15000to30000,3,28,27,No
325,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,LikeSewing,NotMAS,Average,Moderate,NoChildren,TRUE,PersonalIssue,156,44,Passed,100,30000,No,15000to30000,3,28,27,No
326,Female,No,Boarded,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,LikeSewing,MASPlant,Average,High,ChildrenGreaterThan5Yrs,TRUE,Other,162,59,Passed,80,25000,No,15000to30000,5,40,38,No
327,Female,No,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,Other,SamePlant,Average,High,ChildrenGreaterThan5Yrs,TRUE,PersonalIssue,158,48,Passed,0,30000,No,NoJob,5,37,38,No
328,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,ChildrenGreaterThan5Yrs,TRUE,PersonalIssue,151,49,Passed,80,30000,No,0to15000,5,39,38,No
329,Female,No,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,160,48,Passed,90,28000,No,NoJob,1,19,19,No
330,Female,No,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,ChildrenLessThan5Yrs,FALSE,NoJob,156,49,Passed,85,30000,No,NoJob,3,27,27,No
331,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,LikeSewing,SamePlant,Average,High,NoChildren,TRUE,JobIssue,163,42,Passed,0,30000,No,15000to30000,3,25,27,No
332,Female,No,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Support,FALSE,HaveAJob,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,ChildrenGreaterThan5Yrs,TRUE,Other,152,44,Passed,60,25000,No,15000to30000,4,34,32,No
333,Female,No,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,162,55,Passed,65,25000,No,0to15000,1,18,19,No
334,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,A,TMMO,CouldnotFindAnotherJob,SamePlant,Average,High,ChildrenGreaterThan5Yrs,TRUE,Other,162,56,Passed,0,25000,No,15000to30000,5,55,38,No
335,Female,Yes,ComingFromHome,Unmarried,PassedOL,Gihan,TRUE,FALSE,Apparel,NoExperience,FALSE,NoSpouse,Like,Other,LongTerm,Yes,D,TMMO,Other,SamePlant,Good,High,Unmarried,TRUE,NoJob,163,50,Passed,80,25000,No,NoJob,5,38,38,No
336,Female,Yes,ComingFromHome,Unmarried,PassedAL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,LikeSewing,NotMAS,Good,High,Unmarried,FALSE,Other,162,65,Passed,90,20000,No,15000to30000,4,33,32,No
337,Female,No,Boarded,Unmarried,PassedAL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,LikeSewing,SamePlant,Good,High,Unmarried,FALSE,Other,161,55,Passed,0,20000,No,15000to30000,2,24,22,No
338,Female,No,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,Media,LongTerm,Yes,B,TMMO,LikeSewing,NoJob,Good,Moderate,Unmarried,FALSE,NoJob,162,52,Passed,90,20000,No,NoJob,1,19,19,No
339,Female,Yes,ComingFromHome,Unmarried,PassedAL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,B,TMMO,CouldnotFindAnotherJob,NoJob,Good,Moderate,Unmarried,FALSE,NoJob,162,65,Passed,100,20000,No,NoJob,2,20,22,No
340,Female,No,Boarded,Unmarried,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,B,TMMO,CouldnotFindAnotherJob,SamePlant,Good,Moderate,Unmarried,FALSE,Other,162,65,Passed,60,20000,No,15000to30000,3,26,27,No
341,Female,No,ComingFromHome,Unmarried,PassedOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMChecker,LikeSewing,NoJob,Average,High,Unmarried,FALSE,NoJob,152,42,Passed,75,25000,No,NoJob,3,27,27,No
342,Female,Yes,ComingFromHome,Unmarried,PassedOL,Gihan,FALSE,FALSE,NonApparel,Other,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,Other,NotMAS,Average,Low,Unmarried,FALSE,JobIssue,161,52,Passed,95,25000,No,0to15000,3,26,27,No
343,Female,No,Boarded,Married,UptoOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,TRUE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,NoChildren,FALSE,NoJob,168,56,Passed,90,28000,No,NoJob,3,27,27,No
344,Female,No,Boarded,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,150,40,Passed,75,25000,No,15000to30000,2,20,22,No
345,Female,No,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,ChildrenLessThan5Yrs,TRUE,JobIssue,156,48,Passed,100,25000,No,15000to30000,5,38,38,No
346,Female,Yes,ComingFromHome,Unmarried,PassedOL,Lahiru,TRUE,TRUE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMChecker,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,160,49,Passed,90,25000,Yes,NoJob,2,20,22,No
347,Female,No,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,ChildrenGreaterThan5Yrs,TRUE,JobIssue,158,56,Passed,90,28000,No,15000to30000,5,38,38,No
348,Female,Yes,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,Apparel,Support,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,160,50,Passed,75,28000,No,15000to30000,2,22,22,No
349,Female,No,ComingFromHome,Unmarried,PassedOL,Lahiru,FALSE,FALSE,NonApparel,Other,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,FALSE,JobIssue,154,42,Passed,75,28000,No,15000to30000,2,20,22,No
350,Female,Yes,ComingFromRelativesPlace,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,ChildrenGreaterThan5Yrs,TRUE,Other,158,60,Passed,75,25000,No,0to15000,4,31,32,No
351,Female,Yes,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,176,70,Passed,85,25000,No,NoJob,4,31,32,No
352,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,D,TMMO,Other,NoJob,Good,Moderate,ChildrenLessThan5Yrs,FALSE,NoJob,153,58,Passed,70,25000,No,NoJob,2,24,22,No
353,Female,No,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,FamilyMembersAeWorkingInApparel,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,166,54,Passed,55,25000,No,0to15000,1,19,19,No
354,Female,No,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,NonApparel,NoExperience,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,D,TMMO,CouldnotFindAnotherJob,NotMAS,Good,Moderate,ChildrenGreaterThan5Yrs,FALSE,JobIssue,159,56,Passed,80,25000,No,NoJob,5,37,38,No
355,Female,No,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMHS,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,185,5,Passed,80,30000,No,NoJob,2,22,22,No
356,Female,No,ComingFromHome,NoSpouse,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,NoChildren,FALSE,NoJob,153,46,Passed,85,25000,No,NoJob,5,42,38,No
357,Female,Yes,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,NonApparel,Sewing,FALSE,HaveAJob,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,ChildrenGreaterThan5Yrs,FALSE,JobIssue,151,40,Passed,75,28000,No,0to15000,5,40,38,No
358,Female,No,ComingFromHome,Unmarried,PassedOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,162,50,Passed,90,25000,No,0to15000,1,19,19,No
359,Female,No,ComingFromRelativesPlace,Unmarried,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,D,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,162,52,Passed,95,25000,No,15000to30000,2,20,22,No
360,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,NoJob,Like,Media,LongTerm,Yes,B,TMMO,LikeSewing,NotMAS,Good,High,NoChildren,TRUE,Other,156,62,Passed,80,16000,No,0to15000,5,39,38,No
361,Female,No,ComingFromHome,NoSpouse,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,LikeSewing,NotMAS,Average,High,NoChildren,TRUE,JobIssue,160,50,Passed,95,25000,No,15000to30000,5,43,38,No
362,Female,No,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,HaveAJob,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,High,ChildrenLessThan5Yrs,TRUE,NoJob,158,46,Passed,90,25000,No,NoJob,1,19,19,No
363,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,SamePlant,Average,Low,ChildrenLessThan5Yrs,TRUE,PersonalIssue,158,63,Passed,0,30000,No,15000to30000,3,27,27,No
364,Female,Yes,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,TRUE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,LikeSewing,NotMAS,Average,High,ChildrenGreaterThan5Yrs,TRUE,JobIssue,160,52,Passed,90,30000,No,15000to30000,5,41,38,No
365,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,ChildrenGreaterThan5Yrs,TRUE,JobIssue,163,48,Passed,80,30000,No,15000to30000,5,36,38,No
366,Female,No,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,FamilyMembersAeWorkingInApparel,NoJob,Good,Low,Unmarried,FALSE,NoJob,168,50,Passed,80,23000,No,NoJob,1,19,19,No
367,Female,Yes,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,Media,LongTerm,Yes,D,TMMO,Other,NoJob,Good,Moderate,Unmarried,FALSE,NoJob,156,55,Passed,85,25000,No,NoJob,2,24,22,No
368,Female,Yes,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,A,TMMO,LikeSewing,SamePlant,Good,High,Unmarried,TRUE,Other,162,59,Passed,0,25000,No,15000to30000,5,36,38,No
369,Female,No,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,TRUE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,SamePlant,Average,High,ChildrenGreaterThan5Yrs,TRUE,PersonalIssue,162,50,Passed,0,25000,No,15000to30000,5,44,38,No
370,Female,No,Boarded,Unmarried,PassedOL,Gihan,FALSE,FALSE,Apparel,NoExperience,FALSE,NoSpouse,Like,Media,LongTerm,Yes,B,TMMO,CouldnotFindAnotherJob,MASPlant,Good,Moderate,Unmarried,FALSE,Other,153,56,Passed,90,25000,No,NoJob,3,29,27,No
371,Female,No,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,156,63,Passed,85,30000,No,NoJob,1,18,19,No
372,Female,Yes,ComingFromHome,Unmarried,PassedOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,156,48,Passed,80,30000,No,NoJob,2,20,22,No
373,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,SamePlant,Average,High,ChildrenLessThan5Yrs,TRUE,PersonalIssue,154,84,Passed,0,30000,No,15000to30000,3,25,27,No
374,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,SamePlant,Average,High,Unmarried,TRUE,JobIssue,158,47,Passed,0,30000,No,15000to30000,3,25,27,No
375,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,SamePlant,Average,High,NoChildren,TRUE,JobIssue,162,64,Passed,0,30000,No,15000to30000,3,29,27,No
376,Female,No,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,NoChildren,TRUE,PersonalIssue,151,41,Passed,65,25000,No,0to15000,5,36,38,No
377,Female,No,Boarded,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Other,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Moderate,NoChildren,TRUE,JobIssue,156,44,Passed,80,30000,No,15000to30000,2,23,22,No
378,Female,No,Boarded,Married,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,Other,NoJob,Average,High,NoChildren,FALSE,NoJob,144,55,Passed,70,25000,No,NoJob,3,27,27,No
379,Female,No,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,TRUE,HaveAJob,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,MASPlant,Average,High,ChildrenLessThan5Yrs,TRUE,PersonalIssue,160,71,Passed,85,30000,No,15000to30000,3,26,27,No
380,Female,Yes,ComingFromHome,Unmarried,UptoOL,Gihan,TRUE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,Other,ShortTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,140,43,Passed,90,25000,Yes,NoJob,2,20,22,No
381,Female,No,ComingFromHome,Married,UptoOL,Gihan,TRUE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,SamePlant,Average,High,ChildrenGreaterThan5Yrs,TRUE,JobIssue,163,60,Passed,70,30000,No,15000to30000,5,41,38,No
382,Female,Yes,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,164,56,Passed,90,30000,No,15000to30000,2,24,22,No
383,Female,No,ComingFromHome,Married,PassedOL,Gihan,FALSE,FALSE,Apparel,Support,TRUE,HaveAJob,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,NoChildren,TRUE,PersonalIssue,158,49,Passed,95,25000,No,30000to50000,2,23,22,No
384,Female,Yes,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,Apparel,Support,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,158,51,Passed,75,25000,No,15000to30000,2,21,22,No
385,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,TRUE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,ChildrenLessThan5Yrs,TRUE,PersonalIssue,155,60,Passed,80,30000,No,15000to30000,5,36,38,No
386,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,ChildrenGreaterThan5Yrs,TRUE,NoJob,160,70,Passed,80,30000,No,0to15000,5,39,38,No
387,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Moderate,NoChildren,FALSE,NoJob,162,57,Passed,70,25000,No,NoJob,1,18,19,No
388,Female,No,ComingFromHome,NoSpouse,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,ChildrenGreaterThan5Yrs,TRUE,JobIssue,157,53,Passed,80,30000,No,0to15000,4,33,32,No
389,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,TRUE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,NoChildren,TRUE,PersonalIssue,160,56,Passed,100,30000,No,15000to30000,2,24,22,No
390,Female,No,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,Other,NotMAS,Good,High,NoChildren,TRUE,PersonalIssue,163,58,Passed,95,30000,No,0to15000,2,22,22,No
391,Female,No,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,Other,NoJob,Average,Low,Unmarried,FALSE,NoJob,160,35,Passed,90,25000,No,NoJob,1,18,19,No
392,Female,No,Boarded,Unmarried,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,156,44,Passed,80,28000,No,15000to30000,3,26,27,No
